schoolname,ncesid,ncesdistid_admin,ncesdistid_geo,census_id,pp_stloc_raw,pp_fed_raw,pp_total_raw,pp_total_norm_NERDS,flag_nerds,flag_f33,schoolstloc_raw,schoolfed_raw,schooltot_raw,distid_stateassigned,schoolid_stateassigned,distname,address,city,state,zip_code,ncesenroll,enroll_raw,enrollmetric_raw,gradespan,level
Bert Corona Charter,060209310852,0602093,0602093,NRD,12190,8693,20883,NRD,false,1,4644390,3312033,7956423,19647330106872,01068720106872,Bert Corona Charter,9400 REMICK AVE.,PACOIMA,CA,91331,381,381,CALPADS Fall 1 Submission enrollment,05-08,3
Beverly Vista Middle,060483000472,0604830,0604830,05501901100000,18012,989,19001,19673.9287,false,NRD,12374244,679443,13053687,19643110000000,19643116011746,Beverly Hills Unified,200 S. ELM DR.,BEVERLY HILLS,CA,90212,688,687,CALPADS Fall 1 Submission enrollment,06-08,3
Hawthorne Elementary,060483000474,0604830,0604830,05501901100000,17918,633,18551,19223.9287,false,NRD,9962408,351948,10314356,19643110000000,19643116011761,Beverly Hills Unified,624 N. REXFORD DR.,BEVERLY HILLS,CA,90210,556,556,CALPADS Fall 1 Submission enrollment,KG-05,2
Big Lagoon Elementary,060489000477,0604890,0604890,05501204600000,26153,939,27092,29315.78947,false,NRD,496907,17841,514748,12626950000000,12626956007686,Big Lagoon Union Elementary,269 BIG LAGOON PARK RD.,TRINIDAD,CA,95570,19,19,CALPADS Fall 1 Submission enrollment,KG-08,3
Big Picture Educational Academy,060182912427,0601829,0601829,NRD,14993,1088,16081,NRD,false,1,5637368,409088,6046456,10101080119628,01196280119628,Big Picture Educational Academy,1207 S. TRINITY ST.,FRESNO,CA,93706,376,376,CALPADS Fall 1 Submission enrollment,KG-12,4
Big Pine Elementary,060495000479,0604950,0604950,05501400100000,34857,3236,38093,NRD,false,1,3729699,346252,4075951,14632480000000,14632486008692,Big Pine Unified,500 S. MAIN ST.,BIG PINE,CA,93513,107,107,CALPADS Fall 1 Submission enrollment,KG-08,3
Big Pine High,060495000480,0604950,0604950,05501400100000,51799,1909,53708,NRD,false,1,1502171,55361,1557532,14632480000000,14632481431352,Big Pine Unified,500 S. MAIN ST.,BIG PINE,CA,93513,29,29,CALPADS Fall 1 Submission enrollment,09-12,4
Big Sur Charter,060246912240,0602469,0602469,NRD,10095,129,10224,10227.72277,false,NRD,1019595,13029,1032624,27751500118349,01183490118349,Big Sur Charter,304 FOAM ST.,MONTEREY,CA,93940,101,101,CALPADS Fall 1 Submission enrollment,KG-12,4
Big Valley Elementary,060501000483,0605010,0605010,05501850100000,18605,966,19571,20958.67717,false,NRD,1134905,58926,1193831,18640890000000,18640896010698,Big Valley Joint Unified,90 FIRST ST.,BIEBER,CA,96009,61,61,CALPADS Fall 1 Submission enrollment,KG-06,2
Biggs High,060504000486,0605040,0605040,05500400800000,11514,223,11737,12784.63301,false,NRD,2567622,49729,2617351,04614080000000,04614080430827,Biggs Unified,3046 SECOND ST.,BIGGS,CA,95917,223,223,CALPADS Fall 1 Submission enrollment,09-12,4
Richvale Elementary,060504000487,0605040,0605040,05500400800000,10206,100,10306,11353.63301,false,NRD,377622,3700,381322,04614080000000,04614086002950,Biggs Unified,5236 CHURCH ST.,RICHVALE,CA,95974,37,37,CALPADS Fall 1 Submission enrollment,01-06,2
Birmingham Community Charter High,060159602857,0601596,0601596,NRD,NRD,NRD,NRD,NRD,false,1,NRD,NRD,NRD,19647331931047,19310471931047,Birmingham Community Charter High,17000 HAYNES ST.,LAKE BALBOA,CA,91406,3165,3165,CALPADS Fall 1 Submission enrollment,09-12,4
Bishop Elementary,060140909309,0601409,0601409,05501410100000,9767,1176,10943,NRD,false,1,4258412,512736,4771148,14766870000000,14766876008726,Bishop Unified,800 W. PINE ST.,BISHOP,CA,93514,436,436,CALPADS Fall 1 Submission enrollment,KG-05,2
Bishop Union High,060140900491,0601409,0601409,05501410100000,11764,335,12099,NRD,false,1,6858412,195305,7053717,14766870000000,14766871431600,Bishop Unified,301 N. FOWLER ST.,BISHOP,CA,93514,583,583,CALPADS Fall 1 Submission enrollment,09-12,4
Home Street Middle,060140900490,0601409,0601409,05501410100000,9956,356,10312,NRD,false,1,4589716,164116,4753832,14766870000000,14766876008700,Bishop Unified,201 HOME ST.,BISHOP,CA,93514,461,461,CALPADS Fall 1 Submission enrollment,06-08,3
Keith B. Bright High (Juvenile Hall),060140904490,0601409,0601409,05501410100000,69357,5608,74965,NRD,false,1,277428,22432,299860,14766870000000,14766871430107,Bishop Unified,166 GRANDVIEW DR.,BISHOP,CA,93514,4,4,CALPADS Fall 1 Submission enrollment,06-12,4
Black Butte Elementary,060522000493,0605220,0605220,05504550200000,13881,2430,16311,15595.54286,false,NRD,2026626,354780,2381406,45698800000000,45698806050082,Black Butte Union Elementary,7752 PONDEROSA WAY,SHINGLETOWN,CA,96088,146,146,CALPADS Fall 1 Submission enrollment,KG-05,2
Georgetown Elementary,060524000494,0605240,0605240,05500900900000,7232,1692,8924,NRD,false,1,1598272,373932,1972204,09737830000000,09737836005490,Black Oak Mine Unified,6530 WENTWORTH SPRINGS RD.,GEORGETOWN,CA,95634,224,221,CALPADS Fall 1 Submission enrollment,KG-06,2
Golden Sierra Junior Senior High,060524000495,0605240,0605240,05500900900000,7656,2318,9974,NRD,false,1,3828000,1159000,4987000,09737830000000,09737830930073,Black Oak Mine Unified,5101 GARDEN VALLEY RD.,GARDEN VALLEY,CA,95633,500,500,CALPADS Fall 1 Submission enrollment,07-12,4
Northside Elementary,060524007651,0605240,0605240,05500900900000,7015,2303,9318,NRD,false,1,2048380,672476,2720856,09737830000000,09737836005623,Black Oak Mine Unified,860 CAVE VALLEY RD.,COOL,CA,95614,299,292,CALPADS Fall 1 Submission enrollment,KG-06,2
Otter Creek Elementary,060524000362,0605240,0605240,05500900900000,8141,2035,10176,NRD,false,1,138397,34595,172992,09737830000000,09737836110498,Black Oak Mine Unified,4701 VOLCANOVILLE RD.,GEORGETOWN,CA,95634,17,17,CALPADS Fall 1 Submission enrollment,KG-05,2
Blue Lake Union Elementary,060540000499,0605400,0605400,05501200500000,12841,1834,14675,14898.73418,false,NRD,2028878,289772,2318650,12627030000000,12627036007694,Blue Lake Union Elementary,631 GREENWOOD AVE.,BLUE LAKE,CA,95525,158,158,CALPADS Fall 1 Submission enrollment,KG-08,3
Blue Oak Charter,060217708682,0602177,0602177,NRD,11580,298,11878,NRD,false,1,4168800,107280,4276080,04614246119523,61195236119523,Blue Oak Charter,450 W. E. AVE.,CHICO,CA,95926,360,360,CALPADS Fall 1 Submission enrollment,KG-08,3
Blue Ridge Academy,060206214020,0602062,0602062,NRD,8261,156,8417,8638.788552,false,NRD,29731339,561444,30292783,15636280134312,01343120134312,Blue Ridge Academy,955 STANISLAUS ST.,MARICOPA,CA,93252,3599,3599,CALPADS Fall 1 Submission enrollment,KG-12,4
Bogus Elementary,060549000500,0605490,0605490,05504700200000,13127,1851,14978,15277.77778,false,NRD,236286,33318,269604,47701930000000,47701936050660,Bogus Elementary,13735 AGER-BESWICK RD.,MONTAGUE,CA,96064,18,18,CALPADS Fall 1 Submission enrollment,KG-08,3
Bolinas-Stinson Elementary,060552000501,0605520,0605520,05502100100000,43411,3781,47192,NRD,true,1,3906990,340290,4247280,21653000000000,21653006024137,Bolinas-Stinson Union,125 OLEMA-BOLINAS RD.,BOLINAS,CA,94924,90,90,CALPADS Fall 1 Submission enrollment,KG-08,3
Adult Transition Program,060561013847,0605610,0605610,05501901300000,NRD,NRD,NRD,NRD,true,1,NRD,NRD,NRD,19643290000000,19643290130963,Bonita Unified,800 W. COVINA BLVD.,SAN DIMAS,CA,91773,15,15,CALPADS Fall 1 Submission enrollment,12-12,4
Allen Avenue Elementary,060561000503,0605610,0605610,05501901300000,6180,NRD,6180,NRD,false,1,2873700,NRD,2873700,19643290000000,19643296011787,Bonita Unified,740 E. ALLEN AVE.,SAN DIMAS,CA,91773,465,465,CALPADS Fall 1 Submission enrollment,KG-05,2
Bonita High,060561000505,0605610,0605610,05501901300000,5995,14,6009,NRD,false,1,11528385,26922,11555307,19643290000000,19643291931088,Bonita Unified,3102 D ST.,LA VERNE,CA,91750,1923,1923,CALPADS Fall 1 Submission enrollment,09-12,4
Fred Ekstrand Elementary,060561000507,0605610,0605610,05501901300000,6256,188,6444,NRD,false,1,2833968,85164,2919132,19643290000000,19643296011803,Bonita Unified,400 N. WALNUT AVE.,SAN DIMAS,CA,91773,453,453,CALPADS Fall 1 Submission enrollment,KG-05,2
Lone Hill Middle,060561000512,0605610,0605610,05501901300000,5303,115,5418,NRD,false,1,5048456,109480,5157936,19643290000000,19643296071385,Bonita Unified,700 S. LONE HILL,SAN DIMAS,CA,91773,952,952,CALPADS Fall 1 Submission enrollment,06-08,3
Oak Mesa Elementary,060561010235,0605610,0605610,05501901300000,5433,NRD,5433,NRD,false,1,3194604,NRD,3194604,19643290000000,19643296110035,Bonita Unified,5200 WHEELER AVE.,LA VERNE,CA,91750,588,588,CALPADS Fall 1 Submission enrollment,KG-05,2
San Dimas High,060561000514,0605610,0605610,05501901300000,6214,9,6223,NRD,false,1,8295690,12015,8307705,19643290000000,19643291937739,Bonita Unified,800 W. COVINA BLVD.,SAN DIMAS,CA,91773,1335,1335,CALPADS Fall 1 Submission enrollment,09-12,4
Bonsall Elementary,060142600516,0601426,0601426,05503700400000,9787,829,10616,11574.34075,false,NRD,8876809,751903,9628712,37768510000000,37768516037543,Bonsall Unified,31555 OLD RIVER RD.,BONSALL,CA,92003,907,907,CALPADS Fall 1 Submission enrollment,KG-05,2
Bonsall High,060142613751,0601426,0601426,05503700400000,9646,966,10612,11570.34075,false,NRD,3289286,329406,3618692,37768510000000,37768510129320,Bonsall Unified,7350 W. LILAC RD.,BONSALL,CA,92003,341,341,CALPADS Fall 1 Submission enrollment,09-12,4
Norman L. Sullivan Middle,060142609519,0601426,0601426,05503700400000,9300,617,9917,10875.34075,false,NRD,5849700,388093,6237793,37768510000000,37768516108567,Bonsall Unified,7350 W. LILAC RD.,BONSALL,CA,92003,629,629,CALPADS Fall 1 Submission enrollment,06-08,3
Vivian Banks Charter,060142606481,0601426,0601426,05503700400000,13764,1678,15442,16400.34075,false,NRD,1403928,171156,1575084,37768510000000,37768516113468,Bonsall Unified,11800 PALA MISSION RD.,PALA,CA,92059,102,102,CALPADS Fall 1 Submission enrollment,KG-05,2
Borrego Springs High,060570000518,0605700,0605700,05503700500000,16732,1744,18476,19461.90415,false,NRD,2024572,211024,2235596,37679830000000,37679833730447,Borrego Springs Unified,2281 DIEGUENO RD.,BORREGO SPRINGS,CA,92004,121,121,CALPADS Fall 1 Submission enrollment,09-12,4
Borrego Springs Middle,060570007636,0605700,0605700,05503700500000,15961,1664,17625,18610.90415,false,NRD,1356685,141440,1498125,37679830000000,37679836115315,Borrego Springs Unified,2255 DIEGUENO RD.,BORREGO SPRINGS,CA,92004,85,85,CALPADS Fall 1 Submission enrollment,06-08,3
Miguel Hidalgo Elementary,060579000521,0605790,0605790,05501300200000,11019,1011,12030,NRD,true,1,7030122,645018,7675140,13630730000000,13630736008270,Brawley Elementary,615 S. CESAR CHAVEZ ST.,BRAWLEY,CA,92227,638,638,CALPADS Fall 1 Submission enrollment,KG-06,2
Phil D. Swing Elementary,060579008488,0605790,0605790,05501300200000,10968,925,11893,NRD,true,1,9267960,781625,10049585,13630730000000,13630736008304,Brawley Elementary,245 W. A ST.,BRAWLEY,CA,92227,845,845,CALPADS Fall 1 Submission enrollment,KG-06,2
BOUSD Online Academy,060588014495,0605880,0605880,05503000500000,NRD,1729,1729,2321.765325,true,NRD,NRD,NRD,NRD,30664490000000,30664490140350,Brea-Olinda Unified,NRD,NRD,CA,NRD,NRD,NRD,NRD,NRD,NRD
Brea Junior High,060588000527,0605880,0605880,05503000500000,9008,297,9305,10230.93326,true,NRD,8314384,274131,8588515,30664490000000,30664496058911,Brea-Olinda Unified,400 N. BREA BLVD.,BREA,CA,92821,923,923,CALPADS Fall 1 Submission enrollment,07-08,3
Brea Olinda High,060588000529,0605880,0605880,05503000500000,9736,342,10078,11003.93326,true,NRD,17466384,613548,18079932,30664490000000,30664493030640,Brea-Olinda Unified,789 N. WILDCAT WAY,BREA,CA,92821,1794,1794,CALPADS Fall 1 Submission enrollment,09-12,4
Laurel Elementary Magnet School of Innovation and Career Exploration,060588000530,0605880,0605880,05503000500000,8722,747,9469,10394.93326,false,NRD,3924900,336150,4261050,30664490000000,30664496027452,Brea-Olinda Unified,200 S. FLOWER AVE.,BREA,CA,92821,450,450,CALPADS Fall 1 Submission enrollment,KG-06,2
Brentwood Elementary,060591000534,0605910,0605910,05500700500000,7019,2926,9945,NRD,false,1,5362516,2235464,7597980,07616550000000,07616556003644,Brentwood Union Elementary,200 GRIFFITH LN.,BRENTWOOD,CA,94513,764,764,CALPADS Fall 1 Submission enrollment,KG-05,2
Edna Hill Middle,060591000535,0605910,0605910,05500700500000,4977,4878,9855,NRD,false,1,4857552,4760928,9618480,07616550000000,07616556003651,Brentwood Union Elementary,140 BIRCH ST.,BRENTWOOD,CA,94513,976,976,CALPADS Fall 1 Submission enrollment,06-08,3
Garin Elementary,060591000536,0605910,0605910,05500700500000,7160,2904,10064,NRD,false,1,4675480,1896312,6571792,07616550000000,07616556070981,Brentwood Union Elementary,250 FIRST ST.,BRENTWOOD,CA,94513,653,653,CALPADS Fall 1 Submission enrollment,KG-05,2
Loma Vista Elementary,060591008455,0605910,0605910,05500700500000,6779,2710,9489,NRD,false,1,4155527,1661230,5816757,07616550000000,07616556117410,Brentwood Union Elementary,2110 SAN JOSE AVE.,BRENTWOOD,CA,94513,613,613,CALPADS Fall 1 Submission enrollment,KG-05,2
R. Paul Krey Elementary,060591010474,0605910,0605910,05500700500000,6744,2800,9544,NRD,false,1,5793096,2405200,8198296,07616550000000,07616556119754,Brentwood Union Elementary,190 CRAWFORD DR.,BRENTWOOD,CA,94513,859,859,CALPADS Fall 1 Submission enrollment,KG-05,2
Ron Nunn Elementary,060591010194,0605910,0605910,05500700500000,7021,2731,9752,NRD,false,1,4563650,1775150,6338800,07616550000000,07616556109730,Brentwood Union Elementary,1755 CENTRAL BLVD.,BRENTWOOD,CA,94513,650,650,CALPADS Fall 1 Submission enrollment,KG-05,2
Bret Harte Union High,060594000537,0605940,0605940,05500500100000,1461834,346,1462180,NRD,false,1,887333238,210022,887543260,05615560000000,05615560532507,Bret Harte Union High,364 MURPHYS GRADE RD.,ANGELS CAMP,CA,95221,607,607,CALPADS Fall 1 Submission enrollment,09-12,4
John Vierra High,060594006991,0605940,0605940,05500500100000,56978,NRD,56978,NRD,true,1,1196538,NRD,1196538,05615560000000,05615560530121,Bret Harte Union High,364 MURPHYS GRADE RD,ANGELS CAMP,CA,95221,21,21,CALPADS Fall 1 Submission enrollment,09-12,4
Bridgeville Elementary,060600000539,0606000,0606000,05501200700000,17165,2143,19308,NRD,false,1,497785,62147,559932,12627290000000,12627296007710,Bridgeville Elementary,38717 KNEELAND RD.,BRIDGEVILLE,CA,95526,29,29,CALPADS Fall 1 Submission enrollment,KG-08,3
Briggs Elementary,060603000540,0606030,0606030,05505600300000,10306,976,11282,11604.07034,false,NRD,2854762,270352,3125114,56724470000000,56724476054969,Briggs Elementary,14438 W. TELEGRAPH RD.,SANTA PAULA,CA,93060,277,277,CALPADS Fall 1 Submission enrollment,05-08,3
Olivelands Elementary,060603009325,0606030,0606030,05505600300000,10478,1295,11773,12095.07034,false,NRD,2609022,322455,2931477,56724470000000,56724476054977,Briggs Elementary,12465 FOOTHILL RD.,SANTA PAULA,CA,93060,249,249,CALPADS Fall 1 Submission enrollment,KG-04,2
Lipman Middle,060606000542,0606060,0606060,05504100300000,15124,125,15249,NRD,false,1,2102236,17375,2119611,41688740000000,41688746043509,Brisbane Elementary,1 SOLANO ST.,BRISBANE,CA,94005,139,139,CALPADS Fall 1 Submission enrollment,06-08,3
Panorama Elementary,060606000543,0606060,0606060,05504100300000,15107,438,15545,NRD,false,1,2054552,59568,2114120,41688740000000,41688746043517,Brisbane Elementary,25 BELLEVUE AVE.,DALY CITY,CA,94014,136,136,CALPADS Fall 1 Submission enrollment,KG-05,2
Brittan Elementary,060609000544,0606090,0606090,05505100200000,8342,588,8930,9219.827586,false,NRD,3870688,272832,4143520,51713570000000,51713576053235,Brittan Elementary,2340 PEPPER ST.,SUTTER,CA,95982,464,464,CALPADS Fall 1 Submission enrollment,KG-08,3
Brookfield Engineering Science Technology Academy,060250114440,0602501,0602501,NRD,NRD,NRD,NRD,NRD,false,1,NRD,NRD,NRD,37681630139402,01394020139402,Brookfield Engineering Science Technology Academy,1704 CAPE HORN,JULIAN,CA,92036,NRD,NRD,CALPADS Fall 1 Submission enrollment,03-12,4
Browns Elementary,060610000545,0606100,0606100,05505100300000,12522,664,13186,12819.59091,false,NRD,1640382,86984,1727366,51713650000000,51713656053243,Browns Elementary,1248 PACIFIC AVE.,RIO OSO,CA,95674,132,131,CALPADS Fall 1 Submission enrollment,KG-08,3
Blue Oak Elementary,060627009326,0606270,0606270,05500900100000,7389,366,7755,NRD,false,1,3376773,167262,3544035,09618380000000,09618386107361,Buckeye Union Elementary,2391 MERRYCHASE DR.,CAMERON PARK,CA,95682,457,457,CALPADS Fall 1 Submission enrollment,KG-05,2
Buckeye Union Mandarin Immersion Charter,060627014309,0606270,0606270,05500900100000,5072,19,5091,NRD,false,1,213024,798,213822,09618380000000,09618380137919,Buckeye Union Elementary,7701 SILVA VALLEY PKWY.,EL DORADO HILLS,CA,95762,42,42,CALPADS Fall 1 Submission enrollment,KG-12,4
Camerado Springs Middle,060627000549,0606270,0606270,05500900100000,9715,147,9862,NRD,false,1,5780425,87465,5867890,09618380000000,09618386096614,Buckeye Union Elementary,2480 MERRYCHASE DR.,CAMERON PARK,CA,95682,595,595,CALPADS Fall 1 Submission enrollment,06-08,3
Silva Valley Elementary,060627000291,0606270,0606270,05500900100000,8255,117,8372,NRD,false,1,4276090,60606,4336696,09618380000000,09618386110456,Buckeye Union Elementary,3001 GOLDEN EAGLE LN.,EL DORADO HILLS,CA,95762,518,518,CALPADS Fall 1 Submission enrollment,KG-05,2
William Brooks Elementary,060627000550,0606270,0606270,05500900100000,7721,330,8051,NRD,false,1,3868221,165330,4033551,09618380000000,09618386005474,Buckeye Union Elementary,3610 PARK DR.,EL DORADO HILLS,CA,95762,501,501,CALPADS Fall 1 Submission enrollment,KG-05,2
Oak Valley Elementary,060633010661,0606330,0606330,05504200600000,8460,400,8860,NRD,false,1,3587040,169600,3756640,42691380000000,42691386119804,Buellton Union Elementary,595 SECOND ST.,BUELLTON,CA,93427,429,424,CALPADS Fall 1 Submission enrollment,KG-05,2
Buena Park Learning Center,060636014461,0606360,0606360,05503000600000,NRD,NRD,NRD,NRD,true,NRD,NRD,NRD,NRD,30664560000000,30664560140244,Buena Park Elementary,NRD,NRD,CA,NRD,NRD,NRD,NRD,NRD,NRD
Buena Park Middle,060636000553,0606360,0606360,05503000600000,13430,639,14069,13793.25747,true,NRD,13846330,658809,14505139,30664560000000,30664566027551,Buena Park Elementary,6931 ORANGETHORPE AVE.,BUENA PARK,CA,90620,1031,1031,CALPADS Fall 1 Submission enrollment,07-08,3
Carl E. Gilbert Elementary,060636000556,0606360,0606360,05503000600000,13646,699,14345,14069.25747,true,NRD,8078432,413808,8492240,30664560000000,30664566027494,Buena Park Elementary,7255 EIGHTH ST.,BUENA PARK,CA,90621,601,592,CALPADS Fall 1 Submission enrollment,KG-06,2
Charles G. Emery Elementary,060636000555,0606360,0606360,05503000600000,13478,597,14075,13799.25747,true,NRD,8396794,371931,8768725,30664560000000,30664566027510,Buena Park Elementary,8600 SOMERSET ST.,BUENA PARK,CA,90621,629,623,CALPADS Fall 1 Submission enrollment,KG-06,2
Gordon H. Beatty Middle,060636000552,0606360,0606360,05503000600000,13521,631,14152,13876.25747,true,NRD,10343565,482715,10826280,30664560000000,30664566027536,Buena Park Elementary,8201 COUNTRY CLUB DR.,BUENA PARK,CA,90621,792,765,CALPADS Fall 1 Submission enrollment,KG-06,2
James A. Whitaker Elementary,060636000560,0606360,0606360,05503000600000,13485,668,14153,13877.25747,true,NRD,6877350,340680,7218030,30664560000000,30664566027569,Buena Park Elementary,8401 MONTANA ST.,BUENA PARK,CA,90621,519,510,CALPADS Fall 1 Submission enrollment,KG-06,2
Bullis Charter,060241511442,0602415,0602415,NRD,13795,NRD,13795,13786.88525,false,NRD,12622425,NRD,12622425,43104390106534,01065340106534,Bullis Charter,102 W. PORTOLA AVE.,LOS ALTOS,CA,94022,915,915,CALPADS Fall 1 Submission enrollment,KG-08,3
Bret Harte Elementary,060645000568,0606450,0606450,05501901400000,10657,927,11584,12174.69408,true,NRD,6202374,539514,6741888,19643370000000,19643376011910,Burbank Unified,3200 W. JEFFRIES AVE.,BURBANK,CA,91505,582,582,CALPADS Fall 1 Submission enrollment,KG-05,2
Burbank High,060645000563,0606450,0606450,05501901400000,10122,880,11002,11592.69408,true,NRD,25871832,2249280,28121112,19643370000000,19643371931187,Burbank Unified,902 N. THIRD ST.,BURBANK,CA,91502,2556,2556,CALPADS Fall 1 Submission enrollment,09-12,4
Horace Mann,060645012591,0606450,0606450,05501901400000,NRD,NRD,NRD,NRD,true,NRD,NRD,NRD,NRD,19643370000000,19643370115410,Burbank Unified,3401 SCOTT RD.,BURBANK,CA,91504,NRD,NRD,CALPADS Fall 1 Submission enrollment,NRD,NRD
Joaquin Miller Elementary,060645000574,0606450,0606450,05501901400000,10554,918,11472,12062.69408,true,NRD,7957716,692172,8649888,19643370000000,19643376011969,Burbank Unified,720 E. PROVIDENCIA AVE.,BURBANK,CA,91501,754,754,CALPADS Fall 1 Submission enrollment,KG-05,2
Magnolia Park,060645005849,0606450,0606450,05501901400000,26248,2283,28531,29121.69408,true,NRD,498712,43377,542089,19643370000000,19643371995877,Burbank Unified,1915 MONTEREY AVE.,BURBANK,CA,91506,19,19,CALPADS Fall 1 Submission enrollment,06-12,4
Providencia Elementary,060645000577,0606450,0606450,05501901400000,11822,1028,12850,13440.69408,true,NRD,4811554,418396,5229950,19643370000000,19643376011993,Burbank Unified,1919 N. ONTARIO ST.,BURBANK,CA,91505,407,407,CALPADS Fall 1 Submission enrollment,KG-05,2
R. L. Stevenson Elementary,060645000579,0606450,0606450,05501901400000,9729,846,10575,11165.69408,true,NRD,6119541,532134,6651675,19643370000000,19643376012017,Burbank Unified,3333 OAK ST.,BURBANK,CA,91505,629,629,CALPADS Fall 1 Submission enrollment,KG-05,2
Theodore Roosevelt Elementary,060645000578,0606450,0606450,05501901400000,10437,908,11345,11935.69408,true,NRD,6596184,573856,7170040,19643370000000,19643376012009,Burbank Unified,850 N. CORDOVA ST.,BURBANK,CA,91505,632,632,CALPADS Fall 1 Submission enrollment,KG-05,2
Thomas Edison Elementary,060645000566,0606450,0606450,05501901400000,9480,825,10305,10895.69408,true,NRD,5318280,462825,5781105,19643370000000,19643376011886,Burbank Unified,2110 W. CHESTNUT ST.,BURBANK,CA,91506,561,561,CALPADS Fall 1 Submission enrollment,KG-05,2
BSD Preschool,060648012580,0606480,0606480,05504100400000,NRD,NRD,NRD,NRD,true,1,NRD,NRD,NRD,41688820000000,41688820119818,Burlingame Elementary,2220 SUMMIT DR.,BURLINGAME,CA,94010,NRD,NRD,CALPADS Fall 1 Submission enrollment,NRD,NRD
Franklin Elementary,060648000582,0606480,0606480,05504100400000,9524,452,9976,NRD,false,1,4438184,210632,4648816,41688820000000,41688826043541,Burlingame Elementary,2385 TROUSDALE DR.,BURLINGAME,CA,94010,466,466,CALPADS Fall 1 Submission enrollment,KG-05,2
Hoover Elementary,060648013999,0606480,0606480,05504100400000,11128,1211,12339,NRD,false,1,2492672,271264,2763936,41688820000000,41688820133157,Burlingame Elementary,2220 SUMMIT DR.,BURLINGAME,CA,94010,224,224,CALPADS Fall 1 Submission enrollment,KG-05,2
McKinley Elementary,060648000584,0606480,0606480,05504100400000,8767,522,9289,NRD,false,1,4707879,280314,4988193,41688820000000,41688826043574,Burlingame Elementary,701 PALOMA AVE.,BURLINGAME,CA,94010,537,537,CALPADS Fall 1 Submission enrollment,KG-05,2
Roosevelt Elementary,060648007418,0606480,0606480,05504100400000,10722,503,11225,NRD,false,1,3849198,180577,4029775,41688820000000,41688826043590,Burlingame Elementary,1151 VANCOUVER AVE.,BURLINGAME,CA,94010,359,359,CALPADS Fall 1 Submission enrollment,KG-05,2
Burrel Elementary,060654000588,0606540,0606540,05501001200000,13482,802,14284,15832.52459,false,NRD,1617840,96240,1714080,10620420000000,10620426005797,Burrel Union Elementary,16704 S. JAMESON AVE.,RIVERDALE,CA,93656,122,120,CALPADS Fall 1 Submission enrollment,KG-08,3
Burton Community Day,060657011821,0606570,0606570,05505400500000,13766,192,13958,15080.26049,true,NRD,NRD,NRD,NRD,54718370000000,54718370110452,Burton Elementary,264 N. W.WOOD ST.,PORTERVILLE,CA,93257,NRD,NRD,CALPADS Fall 1 Submission enrollment,02-08,3
Burton Elementary,060657000589,0606570,0606570,05505400500000,10767,461,11228,12350.26049,false,NRD,6191025,265075,6456100,54718370000000,54718376053870,Burton Elementary,2375 W. MORTON ST.,PORTERVILLE,CA,93257,575,575,CALPADS Fall 1 Submission enrollment,KG-06,2
Jim Maples Academy,060657010701,0606570,0606570,05505400500000,10883,519,11402,12524.26049,false,NRD,4908233,234069,5142302,54718370000000,54718376120232,Burton Elementary,252 N. W.WOOD,PORTERVILLE,CA,93257,451,451,CALPADS Fall 1 Submission enrollment,KG-06,2
Oak Grove Elementary,060657008801,0606570,0606570,05505400500000,10714,532,11246,12368.26049,false,NRD,6031982,299516,6331498,54718370000000,54718376105506,Burton Elementary,1873 W. MULBERRY AVE.,PORTERVILLE,CA,93257,563,563,CALPADS Fall 1 Submission enrollment,KG-06,2
BASES Learning Center,069100214445,0691002,0691002,05100400430100,NRD,NRD,NRD,NRD,true,1,NRD,NRD,NRD,04100410000000,04100410139493,Butte County Office of Education,2775 YARD ST.,OROVILLE,CA,95966,NRD,NRD,CALPADS Fall 1 Submission enrollment,01-12,4
Butte County Community,069100213783,0691002,0691002,05100400430100,18336,2539,20875,NRD,false,1,971808,134567,1106375,04100410000000,04100410129817,Butte County Office of Education,2345 FAIR ST.,CHICO,CA,95928,56,53,CALPADS Fall 1 Submission enrollment,KG-12,4
Butte County Special Education,069100209214,0691002,0691002,05100400430100,34556,12972,47528,NRD,false,1,2349808,882096,3231904,04100410000000,04100416069256,Butte County Office of Education,1859 BIRD ST.,OROVILLE,CA,95965,68,68,CALPADS Fall 1 Submission enrollment,KG-12,4
Table Mountain,069100209213,0691002,0691002,05100400430100,31709,6593,38302,NRD,false,1,475635,98895,574530,04100410000000,04100410430066,Butte County Office of Education,41 CO CENTER DR.,OROVILLE,CA,95965,15,15,CALPADS Fall 1 Submission enrollment,KG-12,4
Butte Valley Elementary,060658000592,0606580,0606580,05504760100000,6357,676,7033,NRD,true,1,1296828,137904,1434732,47736840000000,47736846050843,Butte Valley Unified,615 W. THIRD ST.,DORRIS,CA,97601,204,204,CALPADS Fall 1 Submission enrollment,KG-08,3
Cascade High,060658002824,0606580,0606580,05504760100000,NRD,NRD,NRD,NRD,true,1,NRD,NRD,NRD,47736840000000,47736844730081,Butte Valley Unified,615 W. THIRD,DORRIS,CA,96023,NRD,NRD,CALPADS Fall 1 Submission enrollment,09-12,4
Picard Community Day Elementary,060658007454,0606580,0606580,05504760100000,NRD,NRD,NRD,NRD,true,1,NRD,NRD,NRD,47736840000000,47736846114607,Butte Valley Unified,615 W. THIRD ST.,DORRIS,CA,96023,NRD,NRD,CALPADS Fall 1 Submission enrollment,KG-08,3
